#string_protein_id	preferred_name	protein_size	annotation
1367491.BN865_00470	yedY	297	Part of the MsrPQ system that repairs oxidized periplasmic proteins containing methionine sulfoxide residues (Met-O), using respiratory chain electrons. Thus protects these proteins from oxidative-stress damage caused by reactive species of oxygen and chlorine generated by the host defense mechanisms. MsrPQ is essential for the maintenance of envelope integrity under bleach stress, rescuing a wide series of structurally unrelated periplasmic proteins from methionine oxidation. The catalytic subunit MsrP is non-stereospecific, being able to reduce both (R-) and (S-) diastereoisomers of  [...] 
1367491.BN865_00480	CDG56314.1	182	annotation not available
1367491.BN865_00490c	ftsH_2	570	annotation not available
1367491.BN865_00500c	CDG56316.1	273	annotation not available
1367491.BN865_00510c	CDG56317.1	156	annotation not available
1367491.BN865_00520c	CDG56318.1	163	Belongs to the UPF0234 family
1367491.BN865_00530c	CDG56319.1	311	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
1367491.BN865_00540c	gsp	389	annotation not available
1367491.BN865_00550c	CDG56321.1	202	annotation not available
1367491.BN865_00560c	rpsU	70	Belongs to the bacterial ribosomal protein bS21 family. 
1367491.BN865_00570	CDG56323.1	420	annotation not available
1367491.BN865_00580	CDG56324.1	211	annotation not available
1367491.BN865_00590	cmeA	339	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family
1367491.BN865_00600	cmeB	1040	annotation not available
1367491.BN865_00610	cmeC	492	annotation not available
1367491.BN865_00620c	CDG56328.1	83	annotation not available
1367491.BN865_00630	hemZ	436	annotation not available
1367491.BN865_00640c	hemJ	150	annotation not available
1367491.BN865_00650c	lspA	152	This protein specifically catalyzes the removal of signal peptides from prolipoproteins
1367491.BN865_00660c	glmM	445	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate
1367491.BN865_00670c	ccpA	342	annotation not available
1367491.BN865_00680	plsY	203	Catalyzes the transfer of an acyl group from acyl-phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP
1367491.BN865_00690	CDG56335.1	105	annotation not available
1367491.BN865_00700	cusR	140	annotation not available
1367491.BN865_00710	CDG56337.1	90	annotation not available
1367491.BN865_00720	fdxA	81	annotation not available
1367491.BN865_00730	gppA	486	annotation not available
1367491.BN865_00740c	CDG56340.1	264	annotation not available
1367491.BN865_00750c	fliN	102	annotation not available
1367491.BN865_00760c	CDG56342.1	140	annotation not available
1367491.BN865_00770c	CDG56343.1	249	annotation not available
1367491.BN865_00780c	trpB	369	The beta subunit is responsible for the synthesis of L- tryptophan from indole and L-serine
1367491.BN865_00790c	trpC_2	199	Belongs to the TrpF family
1367491.BN865_00800c	trpD	530	Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'- phosphoribosyl)-anthranilate (PRA)
1367491.BN865_00810c	trpE	413	annotation not available
1367491.BN865_00820	CDG56348.1	261	annotation not available
1367491.BN865_00830	uvrA	942	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate. 
1367491.BN865_00840	yqaA	147	annotation not available
1367491.BN865_00850	polA	879	In addition to polymerase activity, this DNA polymerase exhibits 5'-3' exonuclease activity
1367491.BN865_00860	motA	258	annotation not available
1367491.BN865_00870	motB	242	annotation not available
1367491.BN865_00880c	flhB	362	Required for formation of the rod structure in the basal body of the flagellar apparatus. Together with FliI and FliH, may constitute the export apparatus of flagellin
1367491.BN865_00890c	tsaA	198	annotation not available
1367491.BN865_00900	yfhL	94	annotation not available
1367491.BN865_00920	ndk	137	Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate
1367491.BN865_00930	CDG56358.1	119	annotation not available
1367491.BN865_00940	rpmF	48	Belongs to the bacterial ribosomal protein bL32 family. 
1367491.BN865_00950	plsX	328	Catalyzes the reversible formation of acyl-phosphate (acyl- PO(4)) from acyl-[acyl-carrier-protein] (acyl-ACP). This enzyme utilizes acyl-ACP as fatty acyl donor, but not acyl-CoA. 
1367491.BN865_00960	fabH_3	325	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched-chain and/or straight-chain of fatty acids
1367491.BN865_00970c	serC	358	Catalyzes the reversible conversion of 3- phosphohydroxypyruvate to phosphoserine and of 3-hydroxy-2-oxo-4- phosphonooxybutanoate to phosphohydroxythreonine
1367491.BN865_00980c	xseA	387	Bidirectionally degrades single-stranded DNA into large acid- insoluble oligonucleotides, which are then degraded further into small acid-soluble oligonucleotides
1367491.BN865_00990c	ubiE_2	235	Methyltransferase required for the conversion of demethylmenaquinol (DMKH2) to menaquinol (MKH2) and the conversion of 2-polyprenyl-6-methoxy-1,4-benzoquinol (DDMQH2) to 2-polyprenyl-3- methyl-6-methoxy-1,4-benzoquinol (DMQH2)
1367491.BN865_01000c	CDG56365.1	400	annotation not available
1367491.BN865_01010c	perR	136	Belongs to the Fur family
1367491.BN865_01020c	dxs	625	Catalyzes the acyloin condensation reaction between C atoms 2 and 3 of pyruvate and glyceraldehyde 3-phosphate to yield 1-deoxy-D- xylulose-5-phosphate (DXP)
1367491.BN865_01030c	fliH	277	annotation not available
1367491.BN865_01050c	fliG	342	annotation not available
1367491.BN865_01060c	fliF	560	The M ring may be actively involved in energy transduction. 
1367491.BN865_01080c	hisC	364	Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily
1367491.BN865_01090c	pheA	360	annotation not available
1367491.BN865_01100c	CDG56373.1	255	annotation not available
1367491.BN865_01110c	lysA	402	Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine
1367491.BN865_01120c	CDG56375.1	352	annotation not available
1367491.BN865_01130c	pth	180	The natural substrate for this enzyme may be peptidyl-tRNAs which drop off the ribosome during protein synthesis. 
1367491.BN865_01140c	rplY	178	This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance. 
1367491.BN865_01150	CDG56378.1	109	annotation not available
1367491.BN865_01160	CDG56379.1	104	annotation not available
1367491.BN865_01170	CDG56380.1	203	annotation not available
1367491.BN865_01180c	bioA	427	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
1367491.BN865_01190	bioF	380	annotation not available
1367491.BN865_01200	CDG56383.1	203	annotation not available
1367491.BN865_01210	bioC	228	Converts the free carboxyl group of a malonyl-thioester to its methyl ester by transfer of a methyl group from S-adenosyl-L- methionine (SAM). It allows to synthesize pimeloyl-ACP via the fatty acid synthetic pathway
1367491.BN865_01220	modA	249	annotation not available
1367491.BN865_01230	CDG56386.1	133	annotation not available
1367491.BN865_01240	modB	222	Part of the binding-protein-dependent transport system for molybdenum; probably responsible for the translocation of the substrate across the membrane
1367491.BN865_01250	fbpC	296	annotation not available
1367491.BN865_01260	panB	274	Catalyzes the reversible reaction in which hydroxymethyl group from 5,10-methylenetetrahydrofolate is transferred onto alpha- ketoisovalerate to form ketopantoate
1367491.BN865_01270	panC	282	Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate. 
1367491.BN865_01280	panD	126	Catalyzes the pyruvoyl-dependent decarboxylation of aspartate to produce beta-alanine
1367491.BN865_01290c	TcdA	216	annotation not available
1367491.BN865_01300c	surE	258	Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates
1367491.BN865_01310	glpT_1	456	annotation not available
1367491.BN865_01320	cdtA	258	CDTs are cytotoxins
1367491.BN865_01330	cdtB	267	annotation not available
1367491.BN865_01340	BN865_01340	190	annotation not available
1367491.BN865_01350c	zupT	291	Mediates zinc uptake. May also transport other divalent cations
1367491.BN865_01360	lpxB	363	Condensation of UDP-2,3-diacylglucosamine and 2,3- diacylglucosamine-1-phosphate to form lipid A disaccharide, a precursor of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell. 
1367491.BN865_01370	greA	161	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides. 
1367491.BN865_01380	BN865_01380	211	annotation not available
1367491.BN865_01390	cheV	317	annotation not available
1367491.BN865_01400	cheA	765	annotation not available
1367491.BN865_01410	cheW	173	annotation not available
1367491.BN865_01420	serB	207	annotation not available
1367491.BN865_01430	tal	328	Transaldolase is important for the balance of metabolites in the pentose-phosphate pathway
1367491.BN865_01440c	BN865_01440c	140	annotation not available
1367491.BN865_01450c	carB	1089	Belongs to the CarB family
1367491.BN865_01460c	prpD	484	annotation not available
1367491.BN865_01470c	prpC	375	Belongs to the citrate synthase family. 
1367491.BN865_01480c	prpB	291	Catalyzes the thermodynamically favored C-C bond cleavage of (2R,3S)-2-methylisocitrate to yield pyruvate and succinate. 
1367491.BN865_01490c	acsA_2	635	annotation not available
1367491.BN865_01500	CDG56413.1	307	annotation not available
1367491.BN865_01510c	CDG56414.1	219	annotation not available
1367491.BN865_01520c	mreB	346	annotation not available
1367491.BN865_01530c	clpX	407	ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP
1367491.BN865_01540c	lpxA	263	Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell
1367491.BN865_01550c	fabZ	146	Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs
1367491.BN865_01560c	queH	363	Catalyzes the conversion of epoxyqueuosine (oQ) to queuosine (Q), which is a hypermodified base found in the wobble positions of tRNA(Asp), tRNA(Asn), tRNA(His) and tRNA(Tyr)
1367491.BN865_01570c	bcp	152	annotation not available
1367491.BN865_01580c	CDG56421.1	68	Belongs to the 4-oxalocrotonate tautomerase family. 
1367491.BN865_01590	ilvE	304	Acts on leucine, isoleucine and valine. 
1367491.BN865_01600	CDG56423.1	360	annotation not available
1367491.BN865_01610	CDG56424.1	176	annotation not available
1367491.BN865_01620	CDG56425.1	169	annotation not available
1367491.BN865_01630	trg	568	annotation not available
1367491.BN865_01640	CDG56427.1	66	annotation not available
1367491.BN865_01650	CDG56428.1	236	annotation not available
1367491.BN865_01660c	pyrC_2	334	Catalyzes the reversible cyclization of carbamoyl aspartate to dihydroorotate
1367491.BN865_01670c	CDG56430.1	80	annotation not available
1367491.BN865_01680c	dgkA	66	Recycling of diacylglycerol produced during the turnover of membrane phospholipid
1367491.BN865_01690c	CDG56432.1	44	annotation not available
1367491.BN865_01700c	eptA	516	annotation not available
1367491.BN865_01710	xth	252	annotation not available
1367491.BN865_01720c	CDG56435.1	361	annotation not available
1367491.BN865_01730c	CDG56436.1	87	Belongs to the UPF0250 family. 
1367491.BN865_01740c	moaC	157	Catalyzes the conversion of (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP)
1367491.BN865_01750	CDG56438.1	50	annotation not available
1367491.BN865_01760	proP_3	436	annotation not available
1367491.BN865_01770c	CDG56440.1	158	annotation not available
1367491.BN865_01780c	CDG56441.1	287	annotation not available
1367491.BN865_01790c	rplT	123	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit. 
1367491.BN865_01800c	rpmI	63	Belongs to the bacterial ribosomal protein bL35 family. 
1367491.BN865_01810	CDG56444.1	393	annotation not available
1367491.BN865_01820	CDG56445.1	135	annotation not available
1367491.BN865_01830	nifS	393	annotation not available
1367491.BN865_01840	nifU	323	May be involved in the formation or repair of [Fe-S] clusters present in iron-sulfur proteins
1367491.BN865_01850c	ynaI	626	annotation not available
1367491.BN865_01860c	cynT	211	Reversible hydration of carbon dioxide. 
1367491.BN865_01870	yccA	231	Belongs to the BI1 family
1367491.BN865_01880	secG	84	Involved in protein export. Participates in an early event of protein translocation
1367491.BN865_01890	frr	185	Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another
1367491.BN865_01900	pyrE	202	Catalyzes the transfer of a ribosyl phosphate group from 5- phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)
1367491.BN865_01910	CDG56454.1	136	annotation not available
1367491.BN865_01920	nrdB	340	Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides
1367491.BN865_01930	BN865_01930	462	Catalyzes the first step in the biosynthesis of NAD from nicotinic acid, the ATP-dependent synthesis of beta-nicotinate D- ribonucleotide from nicotinate and 5-phospho-D-ribose 1-phosphate. 
1367491.BN865_01940c	yrdA	179	annotation not available
1367491.BN865_01950	pcm	209	annotation not available
1367491.BN865_01960c	argD	394	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family. ArgD subfamily
1367491.BN865_01970c	argB	279	Catalyzes the ATP-dependent phosphorylation of N-acetyl-L- glutamate
1367491.BN865_01980c	ypeA	148	annotation not available
1367491.BN865_01990c	argC	342	Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde. 
1367491.BN865_02000c	CDG56463.1	1205	annotation not available
1367491.BN865_02010c	fokIM	196	annotation not available
1367491.BN865_02020c	CDG56465.1	164	annotation not available
1367491.BN865_02030c	infC	172	IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins. 
1367491.BN865_02040c	thrS	602	Belongs to the class-II aminoacyl-tRNA synthetase family. 
1367491.BN865_02050c	uppP	267	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin
1367491.BN865_02060c	CDG56469.1	663	annotation not available
1367491.BN865_02070	CDG56470.1	102	annotation not available
1367491.BN865_02080	CDG56471.1	380	annotation not available
1367491.BN865_02090	rarA	211	annotation not available
1367491.BN865_02100	CDG56473.1	179	annotation not available
1367491.BN865_02110	dapB	242	Catalyzes the conversion of 4-hydroxy-tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate
1367491.BN865_02120	purF_2	445	Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine
1367491.BN865_02130c	CDG56476.1	270	annotation not available
1367491.BN865_02140	mcpB	579	annotation not available
1367491.BN865_02150c	fliI	461	annotation not available
1367491.BN865_02160c	folE	200	annotation not available
1367491.BN865_02170	tig	441	Involved in protein export. Acts as a chaperone by maintaining the newly synthesized protein in an open conformation. Functions as a peptidyl-prolyl cis-trans isomerase
1367491.BN865_02180	clpP	194	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins. 
1367491.BN865_02190	def	175	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions. 
1367491.BN865_02200	comM	501	annotation not available
1367491.BN865_02210	CDG56484.1	232	annotation not available
1367491.BN865_02220	nnr	456	Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration. 
1367491.BN865_02230	purN	191	Catalyzes the transfer of a formyl group from 10- formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate
1367491.BN865_02240	ygdQ	246	annotation not available
1367491.BN865_02250	CDG56488.1	52	annotation not available
1367491.BN865_02260	CDG56489.1	394	annotation not available
1367491.BN865_02270c	ytfL	454	annotation not available
1367491.BN865_02280	ynfM	375	annotation not available
1367491.BN865_02290c	sbmA	406	annotation not available
1367491.BN865_02300c	CDG56493.1	248	annotation not available
1367491.BN865_02310c	exbD_2	136	annotation not available
1367491.BN865_02320c	exbB_1	253	annotation not available
1367491.BN865_02330c	CDG56496.1	755	annotation not available
1367491.BN865_02340c	CDG56497.1	283	annotation not available
1367491.BN865_02350	futA1	334	annotation not available
1367491.BN865_02360	BN865_02360	538	annotation not available
1367491.BN865_02370	fbpC2	301	annotation not available
1367491.BN865_02380	CDG56501.1	401	annotation not available
1367491.BN865_02390c	sodB	220	Destroys superoxide anion radicals which are normally produced within the cells and which are toxic to biological systems
1367491.BN865_02400	CDG56503.1	187	annotation not available
1367491.BN865_02410c	miaA	289	Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A)
1367491.BN865_02420	ubiA	294	Belongs to the UbiA prenyltransferase family. 
1367491.BN865_02430	CDG56506.1	165	annotation not available
1367491.BN865_02450	CDG56507.1	172	annotation not available
1367491.BN865_02460	moaA	292	Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate
1367491.BN865_02470	queE	247	Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7-carboxy-7- deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds
1367491.BN865_02480	BN865_02480	193	annotation not available
1367491.BN865_02490	CDG56511.1	140	annotation not available
1367491.BN865_02500	CDG56512.1	135	annotation not available
1367491.BN865_02510	rsmE	217	Specifically methylates the N3 position of the uracil ring of uridine 1498 (m3U1498) in 16S rRNA. Acts on the fully assembled 30S ribosomal subunit
1367491.BN865_02520	rpmE	66	Binds the 23S rRNA
1367491.BN865_02530	rsmI	274	Catalyzes the 2'-O-methylation of the ribose of cytidine 1402 (C1402) in 16S rRNA
1367491.BN865_02540	rlmB	227	Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family. 
1367491.BN865_02550	CDG56517.1	319	annotation not available
1367491.BN865_02560	CDG56518.1	268	annotation not available
1367491.BN865_02570	dapL	401	annotation not available
1367491.BN865_02580	hom	416	annotation not available
1367491.BN865_02590	CDG56521.1	112	Belongs to the UPF0102 family
1367491.BN865_02600	trxA	104	Belongs to the thioredoxin family. 
1367491.BN865_02610	trxB_4	312	annotation not available
1367491.BN865_02620c	CDG56524.1	593	annotation not available
1367491.BN865_02630c	BN865_02630c	659	annotation not available
1367491.BN865_02640	adcA_2	284	Belongs to the bacterial solute-binding protein 9 family. 
1367491.BN865_02650	znuC	284	annotation not available
1367491.BN865_02660	znuB	268	annotation not available
1367491.BN865_02670c	CDG56529.1	456	annotation not available
1367491.BN865_02680c	CDG56530.1	679	annotation not available
1367491.BN865_02690c	CDG56531.1	95	annotation not available
1367491.BN865_02700c	rimP	147	Required for maturation of 30S ribosomal subunits. 
1367491.BN865_02710c	rbfA	120	One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA
1367491.BN865_02720c	infB	856	One of the essential components for the initiation of protein synthesis. Protects formylmethionyl-tRNA from spontaneous hydrolysis and promotes its binding to the 30S ribosomal subunits. Also involved in the hydrolysis of GTP during the formation of the 70S ribosomal complex
1367491.BN865_02740c	CDG56535.1	97	annotation not available
1367491.BN865_02750c	thrB	292	Catalyzes the ATP-dependent phosphorylation of L-homoserine to L-homoserine phosphate
1367491.BN865_02760c	BN865_02760c	133	annotation not available
1367491.BN865_02770c	lpxC	294	Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis
1367491.BN865_02780c	spoIIQ	457	annotation not available
1367491.BN865_02790c	tyrC	275	annotation not available
1367491.BN865_02820	yaeT	738	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane
1367491.BN865_02830	CDG56542.1	238	annotation not available
1367491.BN865_02840	accD	280	Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl-CoA
1367491.BN865_02850	rlmH	149	Specifically methylates the pseudouridine at position 1915 (m3Psi1915) in 23S rRNA
1367491.BN865_02860	yocK	117	annotation not available
1367491.BN865_02870	CDG56546.1	328	annotation not available
1367491.BN865_02880	dus	305	Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines
1367491.BN865_02890c	CDG56548.1	219	annotation not available
1367491.BN865_02900c	ybeY	135	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA
1367491.BN865_02910c	recO	204	annotation not available
1367491.BN865_02920c	CDG56551.1	173	annotation not available
1367491.BN865_02930c	ttcA	251	Belongs to the TtcA family. 
1367491.BN865_02940c	pfs	228	Catalyzes the irreversible cleavage of the glycosidic bond in both 5'-methylthioadenosine (MTA) and S-adenosylhomocysteine (SAH/AdoHcy) to adenine and the corresponding thioribose, 5'- methylthioribose and S-ribosylhomocysteine, respectively. 
1367491.BN865_02950c	fabD	306	annotation not available
1367491.BN865_02960c	slyD	190	annotation not available
1367491.BN865_02970c	BN865_02970c	316	annotation not available
1367491.BN865_02980c	pal	165	Part of the Tol-Pal system, which plays a role in outer membrane invagination during cell division and is important for maintaining outer membrane integrity
1367491.BN865_02990c	tolB	403	annotation not available
1367491.BN865_03010c	BN865_03010c	258	annotation not available
1367491.BN865_03020c	exbD_3	129	annotation not available
1367491.BN865_03030c	exbB_2	184	annotation not available
1367491.BN865_03040c	atpC	129	Produces ATP from ADP in the presence of a proton gradient across the membrane
1367491.BN865_03050c	atpD	465	Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits
1367491.BN865_03060c	atpG	294	Produces ATP from ADP in the presence of a proton gradient across the membrane. The gamma chain is believed to be important in regulating ATPase activity and the flow of protons through the CF(0) complex
1367491.BN865_03070c	atpA	501	Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit. 
