#string_protein_id	preferred_name	protein_size	annotation
1110504.MAGb_0320	ktrA	222	Potassium uptake protein KtrA
1110504.MAGb_0330	ktrB	536	Potassium uptake protein KtrB
1110504.MAGb_0340	MAGb_0340	150	Hypothetical protein, predicted transmembrane protein
1110504.MAGb_0350	uvrB	669	UvrABC system protein B; The UvrABC repair system catalyzes the recognition and processing of DNA lesions. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. Upon binding of the UvrA(2)B(2) complex to a putative damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the Uvr
1110504.MAGb_0360	uvrA	943	UvrABC system protein A; The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrA is an ATPase and a DNA-binding protein. A damage recognition complex composed of 2 UvrA and 2 UvrB subunits scans DNA for abnormalities. When the presence of a lesion has been verified by UvrB, the UvrA molecules dissociate.
1110504.MAGb_0370	MAGb_0370	228	NERD domain-containing protein; Hypothetical protein, predicted transmembrane protein
1110504.MAGb_0380	MAGb_0380	268	Uncharacterized protein
1110504.MAGb_0390	ychF	367	Ribosome-binding ATPase YchF; ATPase that binds to both the 70S ribosome and the 50S ribosomal subunit in a nucleotide-independent manner. 
1110504.MAGb_0430	hpt	182	Hypoxanthine-guanine phosphoribosyltransferase; Belongs to the purine/pyrimidine phosphoribosyltransferase family.
1110504.MAGb_0440	greA	163	Transcription elongation factor GreA; Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides. 
1110504.MAGb_0450	MAGb_0450	240	Oxidoreductase; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
1110504.MAGb_0460	MAGb_0460	727	DUF31 domain-containing protein; Hypothetical protein, predicted lipoprotein
1110504.MAGb_0470	MAGb_0470	237	Hypothetical protein, predicted transmembrane protein
1110504.MAGb_0480	MAGb_0480	146	Putative pre-16S rRNA nuclease; Could be a nuclease involved in processing of the 5'-end of pre-16S rRNA; Belongs to the YqgF HJR family.
1110504.MAGb_0490	alaS	880	Alanine--tRNA ligase; Catalyzes the attachment of alanine to tRNA(Ala) in a two- step reaction: alanine is first activated by ATP to form Ala-AMP and then transferred to the acceptor end of tRNA(Ala). Also edits incorrectly charged Ser-tRNA(Ala) and Gly-tRNA(Ala) via its editing domain.
1110504.MAGb_0500	trmU	374	tRNA-specific 2-thiouridylase MnmA; Catalyzes the 2-thiolation of uridine at the wobble position (U34) of tRNA, leading to the formation of s(2)U34.
1110504.MAGb_0510	deoD-1	242	Purine nucleoside phosphorylase
1110504.MAGb_0520	MAGb_0520	306	Hypothetical protein, predicted transmembrane protein
1110504.MAGb_0530	MAGb_0530	959	Hypothetical protein, predicted transmembrane protein
1110504.MAGb_0540	MAGb_0540	520	Hypothetical protein, predicted transmembrane protein, DUF285 family
1110504.MAGb_0550	MAGb_0550	820	TGc domain-containing protein; Hypothetical protein, predicted lipoprotein
1110504.MAGb_0580	MAGb_0580	407	Uncharacterized protein
1110504.MAGb_0590	MAGb_0590	313	Hypothetical protein, predicted lipoprotein
1110504.MAGb_0600	adhT-1	344	Alcohol dehydrogenase
1110504.MAGb_0610	MAGb_0610	316	Hypothetical protein, predicted lipoprotein
1110504.MAGb_0620	MAGb_0620	326	Hypothetical protein, DUF285 family
1110504.MAGb_0630	MAGb_0630	873	Type III restriction modification system endonuclase subunit, Res
1110504.MAGb_0640	MAGb_0640	707	Type III restriction modification system N6-adenine DNA methyltransferase subunit, Mod
1110504.MAGb_0650	MAGb_0650	402	Hypothetical protein, predicted lipoprotein, DUF285 family
1110504.MAGb_0660	adhT-2	346	Alcohol dehydrogenase
1110504.MAGb_0670	MAGb_0670	243	DNA processing protein (SMF)
1110504.MAGb_0680	MAGb_0680	278	Hydrolase
1110504.MAGb_0690	MAGb_0690	450	ABC transporter permease protein
1110504.MAGb_0700	smc	995	Chromosome partition protein Smc; Required for chromosome condensation and partitioning. ; Belongs to the SMC family.
1110504.MAGb_0710	rnc	226	Ribonuclease 3; Digests double-stranded RNA. Involved in the processing of primary rRNA transcript to yield the immediate precursors to the large and small rRNAs (23S and 16S). Processes some mRNAs, and tRNAs when they are encoded in the rRNA operon. Processes pre-crRNA and tracrRNA of type II CRISPR loci if present in the organism.
1110504.MAGb_0720	plsX	334	Phosphate acyltransferase; Catalyzes the reversible formation of acyl-phosphate (acyl- PO(4)) from acyl-[acyl-carrier-protein] (acyl-ACP). This enzyme utilizes acyl-ACP as fatty acyl donor, but not acyl-CoA. 
1110504.MAGb_0730	MAGb_0730	548	DhaL domain-containing protein
1110504.MAGb_0740	MAGb_0740	94	Uncharacterized protein
1110504.MAGb_0750	MAGb_0750	247	DNA repair protein RecO; Involved in DNA repair and RecF pathway recombination. 
1110504.MAGb_0760	MAGb_0760	322	Uncharacterized protein
1110504.MAGb_0770	MAGb_0770	328	Uncharacterized protein
1110504.MAGb_0780	MAGb_0780	468	Hypothetical protein, predicted lipoprotein
1110504.MAGb_0790	glpK	502	Glycerol kinase; Key enzyme in the regulation of glycerol uptake and metabolism. Catalyzes the phosphorylation of glycerol to yield sn- glycerol 3-phosphate; Belongs to the FGGY kinase family. Rule:MF_00186, ECO:0000256|RuleBase:RU003733,
1110504.MAGb_0800	glpF	261	Glycerol facilitator factor; Belongs to the MIP/aquaporin (TC 1.A.8) family. 
1110504.MAGb_0810	aspS	567	Aspartate--tRNA ligase; Catalyzes the attachment of L-aspartate to tRNA(Asp) in a two-step reaction: L-aspartate is first activated by ATP to form Asp- AMP and then transferred to the acceptor end of tRNA(Asp). ; Belongs to the class-II aminoacyl-tRNA synthetase family. Type 1 subfamily.
1110504.MAGb_0820	hisS	443	Histidine--tRNA ligase; Histidyl-tRNA synthetase
1110504.MAGb_0830	MAGb_0830	556	Hypothetical protein, predicted transmembrane protein
1110504.MAGb_0840	MAGb_0840	151	YrdC-like domain-containing protein; Belongs to the SUA5 family. 
1110504.MAGb_0850	MAGb_0850	442	Hypothetical protein, predicted transmembrane protein
1110504.MAGb_0860	MAGb_0860	320	DNA_pol3_delta domain-containing protein
1110504.MAGb_0890	MAGb_0890	301	Probable cell division protein WhiA; Involved in cell division and chromosome segregation. 
1110504.MAGb_0900	MAGb_0900	235	Type II restriction modification system endonuclease
1110504.MAGb_0910	MAGb_0910	352	Methyltransferase; Type II restriction modification system N4-cytosine or N6-adenine DNA methyltransferase; Belongs to the N(4)/N(6)-methyltransferase family. 
1110504.MAGb_0940	rplM	144	50S ribosomal protein L13; This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly. 
1110504.MAGb_0950	rpsI	135	30S ribosomal protein S9; Belongs to the universal ribosomal protein uS9 family. 
1110504.MAGb_0970	MAGb_0970	153	Hypothetical protein, predicted transmembrane protein
1110504.MAGb_0980	gtaB	295	UTP-glucose-1-phosphate uridyltransferase
1110504.MAGb_1000	MAGb_1000	912	Cation-transporting P-type ATPase
1110504.MAGb_1010	MAGb_1010	621	ABC transporter, permease protein
1110504.MAGb_1020	MAGb_1020	234	ABC transporter, ATP-binding protein
1110504.MAGb_1030	MAGb_1030	378	Uncharacterized protein
1110504.MAGb_1040	MAGb_1040	296	Hypothetical protein, predicted lipoprotein
1110504.MAGb_1050	MAGb_1050	293	Hypothetical protein, predicted lipoprotein
1110504.MAGb_1060	MAGb_1060	523	Phosphomannomutase
1110504.MAGb_1070	MAGb_1070	319	Hypothetical protein, predicted transmembrane protein
1110504.MAGb_1080	nusB	139	Transcription termination factor NusB
1110504.MAGb_1090	acpD	200	Acyl carrier protein phosphodiesterase
1110504.MAGb_1100	ptsH	90	Phosphocarrier protein HPr (Histidine-containing protein)
1110504.MAGb_1110	oppB-1	311	Oligopeptide ABC transporter, permease protein
1110504.MAGb_1120	oppC-1	372	Oligopeptide ABC transporter, permease protein
1110504.MAGb_1130	MAGb_1130	740	Hypothetical protein, predicted lipoprotein
1110504.MAGb_1140	MAGb_1140	297	Uncharacterized protein; Belongs to the TmcAL family. 
1110504.MAGb_1150	MAGb_1150	222	Hypothetical protein, predicted lipoprotein
1110504.MAGb_1160	infC	202	Translation initiation factor IF-3; IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins. 
1110504.MAGb_1170	rpmI	62	50S ribosomal protein L35; Belongs to the bacterial ribosomal protein bL35 family. 
1110504.MAGb_1180	rplT	116	50S ribosomal protein L20; Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit. 
1110504.MAGb_1190	MAGb_1190	1146	ATP-binding protein
1110504.MAGb_1200	MAGb_1200	218	Hypothetical protein, predicted transmembrane protein
1110504.MAGb_1210	licA	252	Phosphotransferase system PTS, lichenan-specific IIa component
1110504.MAGb_1220	lepA	597	Elongation factor 4; Required for accurate and efficient protein synthesis under certain stress conditions. May act as a fidelity factor of the translation reaction, by catalyzing a one-codon backward translocation of tRNAs on improperly translocated ribosomes. Back-translocation proceeds from a post-translocation (POST) complex to a pre- translocation (PRE) complex, thus giving elongation factor G a second chance to translocate the tRNAs correctly. Binds to ribosomes in a GTP- dependent manner.
1110504.MAGb_1230	MAGb_1230	483	Uncharacterized protein
1110504.MAGb_1240	MAGb_1240	243	NADPH flavin oxidoreductase; Belongs to the flavin oxidoreductase frp family. 
1110504.MAGb_1250	lip-1	264	Esterase/lipase
1110504.MAGb_1260	MAGb_1260	533	Glycosyl transferase, group 2 family protein
1110504.MAGb_1270	argS	539	Arginine--tRNA ligase; Arginyl-tRNA synthetase
1110504.MAGb_1280	MAGb_1280	415	Malate permease
1110504.MAGb_1290	ldh	323	L-lactate dehydrogenase; Belongs to the LDH/MDH superfamily. 
1110504.MAGb_1300	MAGb_1300	78	Lipoyl-binding domain-containing protein
1110504.MAGb_1310	pta-1	324	Phosphate acetyltransferase
1110504.MAGb_1320	ackA-1	400	Acetate kinase; Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction; Belongs to the acetokinase family. Rule:MF_00020, ECO:0000256|RuleBase:RU003835,
1110504.MAGb_1330	MAGb_1330	301	Hypothetical protein, predicted transmembrane protein
1110504.MAGb_1340	MAGb_1340	741	Hypothetical protein, predicted lipoprotein
1110504.MAGb_1350	uhpT	498	Hexosephosphate transport protein
1110504.MAGb_1360	MAGb_1360	278	Uncharacterized protein
1110504.MAGb_1370	nfo	278	Probable endonuclease 4; Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin.
1110504.MAGb_1380	MAGb_1380	570	Hypothetical protein, predicted transmembrane protein
1110504.MAGb_1390	trxA-1	113	Thioredoxin
1110504.MAGb_1400	uvrC	571	UvrABC system protein C; The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision.
1110504.MAGb_1410	MAGb_1410	135	Hypothetical protein, predicted lipoprotein
1110504.MAGb_1420	MAGb_1420	720	P80, predicted lipoprotein
1110504.MAGb_1430	MAGb_1430	391	TNase-like domain-containing protein; Hypothetical protein, predicted lipoprotein
1110504.MAGb_1440	MAGb_1440	700	ABC transporter ATP-binding protein; Belongs to the ABC transporter superfamily. 
1110504.MAGb_1450	MAGb_1450	355	ABC transporter permease protein
1110504.MAGb_1460	MAGb_1460	327	ABC transporter permease protein
1110504.MAGb_1470	MAGb_1470	92	Uncharacterized protein
1110504.MAGb_1480	MAGb_1480	510	Hypothetical protein, predicted lipoprotein
1110504.MAGb_1490	obg	422	GTPase Obg; An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control. ; Belongs to the TRAFAC class OBG-HflX-like GTPase superfamily. OBG GTPase family.
1110504.MAGb_1500	MAGb_1500	275	Uncharacterized protein
1110504.MAGb_1510	deoD-2	233	Purine nucleoside phosphorylase
1110504.MAGb_1520	deoA	431	Thymidine phosphorylase
1110504.MAGb_1530	deoC	222	Deoxyribose-phosphate aldolase; Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy-D-ribose 5- phosphate; Belongs to the DeoC/FbaB aldolase family. DeoC type 1 subfamily.
1110504.MAGb_1540	tpiA	258	Triosephosphate isomerase; Involved in the gluconeogenesis. Catalyzes stereospecifically the conversion of dihydroxyacetone phosphate (DHAP) to D- glyceraldehyde-3-phosphate (G3P); Belongs to the triosephosphate isomerase family. 
1110504.MAGb_1550	MAGb_1550	350	Hypothetical protein, predicted lipoprotein
1110504.MAGb_1560	MAGb_1560	301	ABC transporter permease protein
1110504.MAGb_1570	MAGb_1570	313	Energy-coupling factor transporter ATP-binding protein EcfA; ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates.
1110504.MAGb_1580	MAGb_1580	265	Energy-coupling factor transporter ATP-binding protein EcfA; ATP-binding (A) component of a common energy-coupling factor (ECF) ABC-transporter complex. Unlike classic ABC transporters this ECF transporter provides the energy necessary to transport a number of different substrates.
1110504.MAGb_1590	rplQ	121	50S ribosomal protein L17
1110504.MAGb_1600	rpoA	336	DNA-directed RNA polymerase subunit alpha; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. 
1110504.MAGb_1610	rpsK	133	30S ribosomal protein S11; Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine- Dalgarno cleft in the 70S ribosome; Belongs to the universal ribosomal protein uS11 family. 
1110504.MAGb_1620	rpsM	123	30S ribosomal protein S13; Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits; these bridges are implicated in subunit movement. Contacts the tRNAs in the A and P-sites. ; Belongs to the universal ribosomal protein uS13 family. 
1110504.MAGb_1630	rpmJ	37	50S ribosomal protein L36; Belongs to the bacterial ribosomal protein bL36 family. 
1110504.MAGb_1640	infA	72	Translation initiation factor IF-1; One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre-initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initiation complex. 
1110504.MAGb_1650	map	249	Methionine aminopeptidase; Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second residue in the primary sequence is small and uncharged (Met-Ala-, Cys, Gly, Pro, Ser, Thr, or Val). Requires deformylation of the N(alpha)-formylated initiator methionine before it can be hydrolyzed; Belongs to the peptidase M24A family. Methionine aminopeptidase type 1 subfamily.
1110504.MAGb_1660	adk	204	Adenylate kinase; Catalyzes the reversible transfer of the terminal phosphate group between ATP and AMP. Plays an important role in cellular energy homeostasis and in adenine nucleotide metabolism; Belongs to the adenylate kinase family.
1110504.MAGb_1670	secY	493	Protein translocase subunit SecY; The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently. 
1110504.MAGb_1680	MAGb_1680	330	Uncharacterized protein
1110504.MAGb_1690	MAGb_1690	350	Hypothetical protein, predicted hydrolase of the HAD family
1110504.MAGb_1700	rplO	144	50S ribosomal protein L15; Binds to the 23S rRNA; Belongs to the universal ribosomal protein uL15 family. 
1110504.MAGb_1710	rpsE	231	30S ribosomal protein S5; Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body. ; Belongs to the universal ribosomal protein uS5 family. 
1110504.MAGb_1720	rplR	116	50S ribosomal protein L18; This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance.
1110504.MAGb_1730	rplF	179	50S ribosomal protein L6; This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7/L12 stalk, and near the tRNA binding site of the peptidyltransferase center.
1110504.MAGb_1740	rpsH	131	30S ribosomal protein S8; One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit; Belongs to the universal ribosomal protein uS8 family. 
1110504.MAGb_1750	rpsN	61	30S ribosomal protein S14 type Z; Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site.
1110504.MAGb_1760	rplE	181	50S ribosomal protein L5; This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits; this bridge is implicated in subunit movement. Contacts the P site tRNA; the 5S rRNA and some of its associated proteins might help stabilize positioning of ribosome-bound tRNAs.
1110504.MAGb_1770	rplX	108	50S ribosomal protein L24; One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit.
1110504.MAGb_1780	rplN	122	50S ribosomal protein L14; Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome; Belongs to the universal ribosomal protein uL14 family. 
1110504.MAGb_1790	rpsQ	88	30S ribosomal protein S17; One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA.
1110504.MAGb_1800	rpmC	65	50S ribosomal protein L29; Belongs to the universal ribosomal protein uL29 family. 
1110504.MAGb_1810	rplP	141	50S ribosomal protein L16; Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs; Belongs to the universal ribosomal protein uL16 family. 
1110504.MAGb_1820	rpsC	216	30S ribosomal protein S3; Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation; Belongs to the universal ribosomal protein uS3 family. 
1110504.MAGb_1830	rplV	114	50S ribosomal protein L22; The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome.
1110504.MAGb_1840	rpsS	92	30S ribosomal protein S19; Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA.
1110504.MAGb_1850	rplB	281	50S ribosomal protein L2; One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity; this is somewhat controversial. Makes several contacts with the 16S rRNA in the 70S ribosome. ; Belongs to the universal ribosomal protein uL2 family. 
1110504.MAGb_1860	rplW	146	50S ribosomal protein L23; One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome; Belongs to the universal ribosomal protein uL23 family. 
1110504.MAGb_1870	rplD	309	50S ribosomal protein L4; Forms part of the polypeptide exit tunnel. 
1110504.MAGb_1880	rplC	276	50S ribosomal protein L3; One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit; Belongs to the universal ribosomal protein uL3 family. 
1110504.MAGb_1890	rpsJ	107	30S ribosomal protein S10; Involved in the binding of tRNA to the ribosomes. ; Belongs to the universal ribosomal protein uS10 family. 
1110504.MAGb_1900	hup	91	DNA-binding histone-like protein HU; Belongs to the bacterial histone-like protein family. 
1110504.MAGb_1910	recU	163	Holliday junction resolvase RecU; Endonuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves mobile four-strand junctions by introducing symmetrical nicks in paired strands. Promotes annealing of linear ssDNA with homologous dsDNA. Required for DNA repair, homologous recombination and chromosome segregation; Belongs to the RecU family.
1110504.MAGb_1920	recA	330	Protein RecA; Can catalyze the hydrolysis of ATP in the presence of single- stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage; Belongs to the RecA family. Rule:MF_00268, ECO:0000256|RuleBase:RU004527,
1110504.MAGb_1930	MAGb_1930	269	Uncharacterized protein
1110504.MAGb_1940	MAGb_1940	361	Aminopeptidase
1110504.MAGb_1950	rsuA	232	Pseudouridine synthase; 16S rRNA uridine-516 pseudouridylate synthase; Belongs to the pseudouridine synthase RsuA family. 
1110504.MAGb_1960	rpmA	92	50S ribosomal protein L27; Belongs to the bacterial ribosomal protein bL27 family. 
1110504.MAGb_1970	rplU	99	50S ribosomal protein L21; This protein binds to 23S rRNA in the presence of protein L20; Belongs to the bacterial ribosomal protein bL21 family. 
1110504.MAGb_1980	MAGb_1980	88	Uncharacterized protein
1110504.MAGb_1990	mscL	140	Large-conductance mechanosensitive channel
1110504.MAGb_2000	grpE	337	Heat shock protein GrpE; Participates actively in the response to hyperosmotic and heat shock by preventing the aggregation of stress-denatured proteins, in association with DnaK and GrpE. It is the nucleotide exchange factor for DnaK and may function as a thermosensor. Unfolded proteins bind initially to DnaJ; upon interaction with the DnaJ-bound protein, DnaK hydrolyzes its bound ATP, resulting in the formation of a stable complex. GrpE releases ADP from DnaK; ATP binding to DnaK triggers the release of the substrate protein, thus completing the reaction cycle. Several rounds of ATP-dependen
1110504.MAGb_2010	hrcA	335	Heat-inducible transcription repressor HrcA; Negative regulator of class I heat shock genes (grpE-dnaK- dnaJ and groELS operons). Prevents heat-shock induction of these operons.
1110504.MAGb_2020	rpmE	71	50S ribosomal protein L31; Belongs to the bacterial ribosomal protein bL31 family. 
1110504.MAGb_2030	rpsD	198	30S ribosomal protein S4; One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit. 
1110504.MAGb_2040	MAGb_2040	501	Hypothetical protein, predicted transmembrane protein
1110504.MAGb_2050	gyrA	919	DNA gyrase subunit A; A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to modulate DNA topology and maintain chromosomes in an underwound state. Negative supercoiling favors strand separation, and DNA replication, transcription, recombination and repair, all of which involve strand separation. Also able to catalyze the interconversion of other topological isomers of dsDNA rings, including catenanes and knotted rings. Type II topoisomerases break and join 2 DNA strands simultaneously in an ATP-dependent manner.
1110504.MAGb_2060	hsdS	387	Type I restriction modification system specificity (S) subunit, HsdS
1110504.MAGb_2070	hsdM	892	Type I restriction modification system N6-adenine DNA methyltransferase (M) subunit, HsdM
1110504.MAGb_2080	MAGb_2080	179	Uncharacterized protein
1110504.MAGb_2090	MAGb_2090	142	Uncharacterized protein
1110504.MAGb_2100	MAGb_2100	187	5-formyltetrahydrofolate cyclo-ligase; Belongs to the 5-formyltetrahydrofolate cyclo-ligase family.
1110504.MAGb_2110	MAGb_2110	646	TSPc domain-containing protein; Hypothetical protein, predicted transmembrane protein
1110504.MAGb_2120	MAGb_2120	686	TSPc domain-containing protein; Hypothetical protein, predicted lipoprotein
1110504.MAGb_2130	gltX	463	Glutamate--tRNA ligase; Catalyzes the attachment of glutamate to tRNA(Glu) in a two- step reaction: glutamate is first activated by ATP to form Glu-AMP and then transferred to the acceptor end of tRNA(Glu); Belongs to the class-I aminoacyl-tRNA synthetase family. Glutamate--tRNA ligase type 1 subfamily.
1110504.MAGb_2140	MAGb_2140	135	Uncharacterized protein
1110504.MAGb_2150	metK	382	S-adenosylmethionine synthase; Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme. 
1110504.MAGb_2160	MAGb_2160	321	Hypothetical protein, predicted transmembrane protein
1110504.MAGb_2170	ffh	452	Signal recognition particle protein; Involved in targeting and insertion of nascent membrane proteins into the cytoplasmic membrane. Binds to the hydrophobic signal sequence of the ribosome-nascent chain (RNC) as it emerges from the ribosomes. The SRP-RNC complex is then targeted to the cytoplasmic membrane where it interacts with the SRP receptor FtsY. ; Belongs to the GTP-binding SRP family. SRP54 subfamily. 
