#string_protein_id	preferred_name	protein_size	annotation
1497679.EP56_00670	EP56_00670	228	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00675	EP56_00675	101	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00680	EP56_00680	134	Methyltransferase; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00690	EP56_00690	349	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00695	EP56_00695	207	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00700	EP56_00700	490	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00705	EP56_00705	218	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: GeneMarkS+
1497679.EP56_00710	EP56_00710	1855	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: GeneMarkS+
1497679.EP56_00715	EP56_00715	165	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00720	EP56_00720	222	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00725	EP56_00725	228	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00730	EP56_00730	480	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00735	EP56_00735	395	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00740	EP56_00740	423	Belongs to the UDP-glucose/GDP-mannose dehydrogenase family
1497679.EP56_00745	EP56_00745	387	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00750	EP56_00750	202	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00755	EP56_00755	380	Belongs to the DegT/DnrJ/EryC1 family. 
1497679.EP56_00760	EP56_00760	476	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00765	EP56_00765	175	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00770	EP56_00770	203	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00775	EP56_00775	457	Belongs to the Glu/Leu/Phe/Val dehydrogenases family. 
1497679.EP56_00780	EP56_00780	266	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00785	EP56_00785	1053	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00790	hisC	360	Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily
1497679.EP56_00795	hisE	104	Phosphoribosyl-ATP pyrophosphatase; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00800	hisI	106	Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP
1497679.EP56_00805	hisF	253	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit
1497679.EP56_00810	hisA	241	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00815	hisH	204	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit catalyzes the hydrolysis of glutamine to glutamate and ammonia as part of the synthesis of IGP and AICAR. The resulting ammonia molecule is channeled to the active site of HisF
1497679.EP56_00820	hisB	194	Imidazoleglycerol-phosphate dehydratase; Catalyzes the dehydration of D-erythro-1-(imidazol-4-yl)glycerol 3-phosphate to 3-(imidazol-4-yl)-2-oxopropyl phosphate in histidine biosynthesis; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00825	hisD	429	Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine. 
1497679.EP56_00830	hisG	212	Catalyzes the condensation of ATP and 5-phosphoribose 1- diphosphate to form N'-(5'-phosphoribosyl)-ATP (PR-ATP). Has a crucial role in the pathway because the rate of histidine biosynthesis seems to be controlled primarily by regulation of HisG enzymatic activity. 
1497679.EP56_00835	hisZ	390	Required for the first step of histidine biosynthesis. May allow the feedback regulation of ATP phosphoribosyltransferase activity by histidine
1497679.EP56_00840	EP56_00840	853	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00845	EP56_00845	276	Belongs to the PHP hydrolase family. HisK subfamily. 
1497679.EP56_00850	EP56_00850	431	Guanine permease; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00860	EP56_00860	465	Belongs to the glycosyl hydrolase 1 family. 
1497679.EP56_00865	EP56_00865	242	GntR family transcriptional regulator; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00870	EP56_00870	352	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00875	EP56_00875	262	Iron ABC transporter ATP-binding protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00880	EP56_00880	430	Fe-S cluster assembly protein SufD; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00885	EP56_00885	408	Belongs to the class-V pyridoxal-phosphate-dependent aminotransferase family
1497679.EP56_00890	EP56_00890	147	Nitrogen fixation protein NifU; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00895	EP56_00895	464	Fe-S cluster assembly protein SufB; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00905	EP56_00905	1169	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00910	EP56_00910	623	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00915	EP56_00915	366	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision. 
1497679.EP56_00920	EP56_00920	96	Antibiotic biosynthesis monooxygenase; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00925	EP56_00925	134	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00930	EP56_00930	281	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00940	EP56_00940	117	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00945	EP56_00945	124	Membrane protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00950	EP56_00950	279	Probable membrane transporter protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00955	EP56_00955	455	Belongs to the 5'-nucleotidase family. 
1497679.EP56_00960	EP56_00960	91	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00965	EP56_00965	255	HAD family hydrolase; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00970	EP56_00970	435	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00975	EP56_00975	166	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00980	EP56_00980	78	Nitrogen fixation protein NifU; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00990	EP56_00990	107	Disulfide oxidoreductase; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_00995	EP56_00995	77	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01000	EP56_01000	208	NAD-dependent dehydratase; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01005	EP56_01005	331	Ferredoxin--NADP reductase; Catalyzes the oxidation of ferredoxin with NADP; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01010	EP56_01010	404	NADH dehydrogenase; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01015	EP56_01015	160	Membrane protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01020	EP56_01020	124	Uncharacterized protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01025	EP56_01025	193	Subunit G of antiporter complex involved in resistance to high concentrations of Na+, K+, Li+ and/or alkali; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01030	EP56_01030	95	Subunit F of antiporter complex involved in resistance to high concentrations of Na+, K+, Li+ and/or alkali; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01035	EP56_01035	158	Cation:proton antiporter; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01040	EP56_01040	495	Subunit D of antiporter complex involved in resistance to high concentrations of Na+, K+, Li+ and/or alkali; contains an oxidoreductase domain; catalyzes the transfer of electrons from NADH to ubiquinone; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01045	EP56_01045	115	Subunit C of antiporter complex involved in resistance to high concentrations of Na+, K+, Li+ and/or alkali; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01050	EP56_01050	140	Subunit B of antiporter complex involved in resistance to high concentrations of Na+, K+, Li+ and/or alkali; in the case of S. meliloti it was proved to be involved specifically with K+ transport; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01055	EP56_01055	802	Cation:proton antiporter; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01060	EP56_01060	402	MFS transporter; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01070	EP56_01070	195	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
1497679.EP56_01075	EP56_01075	102	PTS beta-glucoside transporter subunit IIB; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01080	EP56_01080	332	Transposase; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01085	EP56_01085	225	Hemin ABC transporter ATP-binding protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01090	EP56_01090	366	ABC transporter permease; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01095	EP56_01095	388	Aspartate aminotransferase; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01100	EP56_01100	120	General stress protein; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01105	EP56_01105	137	DNA mismatch repair protein MutT; Derived by automated computational analysis using gene prediction method: Protein Homology
1497679.EP56_01110	pgi	449	Belongs to the GPI family. Rule:MF_00473, ECO:0000256|RuleBase:RU000612,
1497679.EP56_01115	EP56_01115	252	DeoR faimly transcriptional regulator; Derived by automated computational analysis using gene prediction method: Protein Homology
