#string_protein_id	preferred_name	protein_size	annotation
321327.CYA_0109	ftsZ	373	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity. 
321327.CYA_0110	ddlB	323	Cell wall formation
321327.CYA_0111	CYA_0111	156	Uncharacterized protein; Identified by Glimmer2; putative
321327.CYA_0112	chlM	221	Magnesium protoporphyrin O-methyltransferase; Identified by match to protein family HMM PF07109; match to protein family HMM TIGR02021
321327.CYA_0113	CYA_0113	239	PBS lyase HEAT-like repeat protein; Identified by match to protein family HMM PF02985; match to protein family HMM PF03130
321327.CYA_0114	CYA_0114	248	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides
321327.CYA_0115	CYA_0115	264	Uncharacterized protein; Identified by Glimmer2; putative
321327.CYA_0116	CYA_0116	307	Uncharacterized protein; Identified by similarity to PIR:S76405; match to protein family HMM PF07466
321327.CYA_0117	CYA_0117	635	Identified by match to protein family HMM PF03372
321327.CYA_0118	cbiD	372	Catalyzes the methylation of C-1 in cobalt-precorrin-5B to form cobalt-precorrin-6A
321327.CYA_0119	CYA_0119	117	Uncharacterized protein; Identified by similarity to GB:BAC88346.1
321327.CYA_0120	def-1	198	Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions. 
321327.CYA_0121	CYA_0121	103	Uncharacterized protein; Identified by similarity to GB:BAD78811.1
321327.CYA_0122	CYA_0122	108	Uncharacterized protein; Identified by similarity to PIR:AD2369
321327.CYA_0123	CYA_0123	58	annotation not available
321327.CYA_0124	CYA_0124	61	Uncharacterized protein; Identified by Glimmer2; putative
321327.CYA_0125	CYA_0125	83	Putative RNA-binding protein; Identified by match to protein family HMM PF00076
321327.CYA_0126	sbcD	434	SbcCD cleaves DNA hairpin structures. These structures can inhibit DNA replication and are intermediates in certain DNA recombination reactions. The complex acts as a 3'->5' double strand exonuclease that can open hairpins. It also has a 5' single-strand endonuclease activity
321327.CYA_0127	CYA_0127	81	Uncharacterized protein; Identified by similarity to GB:BAB50217.1; match to protein family HMM PF04226
321327.CYA_0128	speA	641	Catalyzes the biosynthesis of agmatine from arginine. 
321327.CYA_0129	pstS-1	349	Belongs to the PstS family. 
321327.CYA_0130	dnaK-1	628	Acts as a chaperone
321327.CYA_0131	CYA_0131	441	Putative glycolate oxidase, iron-sulfur subunit; Identified by match to protein family HMM PF00037; match to protein family HMM PF02754
321327.CYA_0132	CYA_0132	322	Identified by match to protein family HMM PF00226; match to protein family HMM PF01556
321327.CYA_0133	CYA_0133	626	Long-chain-fatty-acid-CoA ligase-like protein; Identified by similarity to GB:BAD78814.1; match to protein family HMM PF00501
321327.CYA_0134	CYA_0134	106	Uncharacterized protein; Identified by similarity to GB:BAC91314.1
321327.CYA_0135	cas2-1	104	CRISPR (clustered regularly interspaced short palindromic repeat), is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain sequences complementary to antecedent mobile elements and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). Functions as a ssRNA-specific endoribonuclease. Involved in the integration of spacer DNA into the CRISPR cassette
321327.CYA_0137	CYA_0137	529	annotation not available
321327.CYA_0138	CYA_0138	97	annotation not available
321327.CYA_0139	CYA_0139	190	Identified by match to protein family HMM PF05685
321327.CYA_0140	CYA_0140	213	Uncharacterized protein; Identified by similarity to PIR:AE2046; match to protein family HMM PF05685
321327.CYA_0142	CYA_0142	73	annotation not available
321327.CYA_0143	ilvA	503	Catalyzes the anaerobic formation of alpha-ketobutyrate and ammonia from threonine in a two-step reaction. The first step involved a dehydration of threonine and a production of enamine intermediates (aminocrotonate), which tautomerizes to its imine form (iminobutyrate). Both intermediates are unstable and short-lived. The second step is the nonenzymatic hydrolysis of the enamine/imine intermediates to form 2- ketobutyrate and free ammonia. In the low water environment of the cell, the second step is accelerated by RidA. 
321327.CYA_0144	CYA_0144	160	Pyridoxamine 5'-phosphate oxidase family protein; Identified by match to protein family HMM PF01243
321327.CYA_0145	CYA_0145	298	Hydrolase, alpha/beta fold family; Identified by match to protein family HMM PF00561
321327.CYA_0146	CYA_0146	243	Belongs to the glycosyltransferase 26 family. 
321327.CYA_0147	ftsE	228	Cell division ATP-binding protein FtsE; Identified by similarity to SP:P10115; match to protein family HMM PF00005; match to protein family HMM TIGR02673
321327.CYA_0148	metE-1	754	Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation
321327.CYA_0149	CYA_0149	541	Peptide/opine/nickel ABC transporter (PepT) family, substrate-binding protein; Identified by match to protein family HMM PF00496
321327.CYA_0150	CYA_0150	333	Peptide/opine/nickel ABC transporter (PepT) family, permease protein; Identified by similarity to SP:P42062; match to protein family HMM PF00528
321327.CYA_0151	CYA_0151	297	Peptide/opine/nickel ABC transporter (PepT) family, permease protein; Identified by similarity to SP:P26904; match to protein family HMM PF00528
321327.CYA_0152	CYA_0152	309	Belongs to the ABC transporter superfamily. 
321327.CYA_0153	CYA_0153	224	Peptide/opine/nickel uptake ABC transporter (PepT) family, ATP-binding protein; Identified by similarity to GB:AAC67221.1; match to protein family HMM PF00005
321327.CYA_0154	CYA_0154	305	Belongs to the ABC-4 integral membrane protein family. FtsX subfamily
321327.CYA_0155	rpoZ	79	Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits
321327.CYA_0156	CYA_0156	157	ISSoc3, orfA transposase; Identified by match to protein family HMM PF01797
321327.CYA_0157	CYA_0157	254	Transporter, small conductance mechanosensitive ion channel (MscS) family; Identified by match to protein family HMM PF00924
321327.CYA_0158	CYA_0158	423	ISSoc3, orfB transposase; Identified by match to protein family HMM PF01385; match to protein family HMM PF07282; match to protein family HMM TIGR01766
321327.CYA_0159	cax	372	Ca(+)/H(+) antiporter that extrudes calcium in exchange for external protons
321327.CYA_0160	CYA_0160	252	Uncharacterized protein; Identified by similarity to PIR:AB2317
321327.CYA_0161	coaBC	407	Catalyzes two steps in the biosynthesis of coenzyme A. In the first step cysteine is conjugated to 4'-phosphopantothenate to form 4- phosphopantothenoylcysteine, in the latter compound is decarboxylated to form 4'-phosphopantotheine
321327.CYA_0162	CYA_0162	122	Uncharacterized protein; Identified by similarity to PIR:AB2066
321327.CYA_0163	CYA_0163	262	Uncharacterized protein; Identified by Glimmer2; putative
321327.CYA_0164	ubiH	414	2-octaprenyl-6-methoxyphenol hydroxylase; Identified by similarity to SP:P25534; match to protein family HMM PF01266; match to protein family HMM PF01494; match to protein family HMM TIGR01988
321327.CYA_0165	CYA_0165	589	Uncharacterized protein; Identified by similarity to GB:BAC09647.1; match to protein family HMM PF01935
321327.CYA_0166	CYA_0166	330	Belongs to the class I-like SAM-binding methyltransferase superfamily. gTMT family
321327.CYA_0167	metE-2	747	Catalyzes the transfer of a methyl group from 5- methyltetrahydrofolate to homocysteine resulting in methionine formation
321327.CYA_0169	moaE	161	Molybdopterin converting factor, subunit 2; Identified by match to protein family HMM PF02391
321327.CYA_0170	CYA_0170	87	Putative molybdopterin converting factor, subunit 1; Identified by match to protein family HMM PF02597; match to protein family HMM TIGR01682
321327.CYA_0171	moaC	364	Transfers a GMP moiety from GTP to Mo-molybdopterin (Mo-MPT) cofactor (Moco or molybdenum cofactor) to form Mo-molybdopterin guanine dinucleotide (Mo-MGD) cofactor
321327.CYA_0172	moaA	312	Catalyzes the cyclization of GTP to (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate
321327.CYA_0173	moeA	387	Catalyzes the insertion of molybdate into adenylated molybdopterin with the concomitant release of AMP. 
321327.CYA_0174	CYA_0174	157	Uncharacterized protein; Identified by similarity to GB:BAD78799.1; match to protein family HMM TIGR02664
321327.CYA_0177	CYA_0177	113	Pilin domain protein; Identified by similarity to PIR:S70530
321327.CYA_0178	pyrC	440	Dihydroorotase; Identified by match to protein family HMM PF01979; match to protein family HMM PF07969; match to protein family HMM TIGR00857
321327.CYA_0179	CYA_0179	133	Uncharacterized protein; Identified by similarity to GB:BAD71865.1
321327.CYA_0180	clpB	880	Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE
321327.CYA_0181	zam	761	Belongs to the RNR ribonuclease family. 
321327.CYA_0182	phoU	213	Plays a role in the regulation of phosphate uptake. 
321327.CYA_0183	CYA_0183	442	Uncharacterized protein; Identified by similarity to PIR:AG2237
321327.CYA_0184	treZ	602	Malto-oligosyltrehalose trehalohydrolase; Identified by match to protein family HMM PF00128; match to protein family HMM PF02922; match to protein family HMM TIGR02402
321327.CYA_0185	CYA_0185	504	Oxidoreductase, FAD-binding; Identified by match to protein family HMM PF01266; match to protein family HMM PF01494
321327.CYA_0186	CYA_0186	49	Uncharacterized protein; Identified by Glimmer2; putative
321327.CYA_0187	CYA_0187	59	annotation not available
321327.CYA_0188	rpsU	61	Belongs to the bacterial ribosomal protein bS21 family. 
321327.CYA_0189	CYA_0189	418	Trypsin domain lipoprotein; Identified by match to protein family HMM PF00089; match to protein family HMM PF05738
321327.CYA_0192	CYA_0192	112	Uncharacterized protein; Identified by similarity to GB:BAD02092.1
321327.CYA_0193	dxr	392	Catalyzes the NADP-dependent rearrangement and reduction of 1-deoxy-D-xylulose-5-phosphate (DXP) to 2-C-methyl-D-erythritol 4- phosphate (MEP)
321327.CYA_0194	CYA_0194	588	Heavy metal ABC transporter (HMT) family, permease/ATP-binding protein; Identified by match to protein family HMM PF00005; match to protein family HMM PF00664
321327.CYA_0195	carA	395	Belongs to the CarA family
321327.CYA_0196	murE	529	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan. 
321327.CYA_0197	CYA_0197	183	Putative pilin; Identified by match to protein family HMM PF07963; match to protein family HMM TIGR02532
321327.CYA_0198	CYA_0198	375	PddD domain protein; Identified by similarity to SP:Q00517; match to protein family HMM PF07963; match to protein family HMM TIGR02532
321327.CYA_0199	CYA_0199	254	Prepilin-type N-terminal cleavage/methylation domain protein; Identified by match to protein family HMM PF07963; match to protein family HMM TIGR02532
321327.CYA_0200	CYA_0200	2413	annotation not available
321327.CYA_0201	CYA_0201	198	DNA-binding response regulator; Identified by match to protein family HMM PF00072; match to protein family HMM PF00196
321327.CYA_0202	CYA_0202	196	Identified by match to protein family HMM PF00805
321327.CYA_0203	mutM	283	Involved in base excision repair of DNA damaged by oxidation or by mutagenic agents. Acts as DNA glycosylase that recognizes and removes damaged bases. Has a preference for oxidized purines, such as 7,8-dihydro-8-oxoguanine (8-oxoG). Has AP (apurinic/apyrimidinic) lyase activity and introduces nicks in the DNA strand. Cleaves the DNA backbone by beta-delta elimination to generate a single-strand break at the site of the removed base with both 3'- and 5'-phosphates. 
321327.CYA_0204	psaE	73	Stabilizes the interaction between PsaC and the PSI core, assists the docking of the ferredoxin to PSI and interacts with ferredoxin-NADP oxidoreductase
321327.CYA_0205	CYA_0205	50	annotation not available
321327.CYA_0206	nadE	556	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses L-glutamine as a nitrogen source
321327.CYA_0207	uvrC	621	The UvrABC repair system catalyzes the recognition and processing of DNA lesions. UvrC both incises the 5' and 3' sides of the lesion. The N-terminal half is responsible for the 3' incision and the C-terminal half is responsible for the 5' incision
321327.CYA_0208	CYA_0208	777	Penicillin-binding protein, 1A family; Identified by match to protein family HMM PF00905; match to protein family HMM PF00912; match to protein family HMM TIGR02074
321327.CYA_0209	CYA_0209	614	Serine/threonine protein kinase; Identified by match to protein family HMM PF00069
321327.CYA_0210	CYA_0210	43	Uncharacterized protein; Identified by Glimmer2; putative
321327.CYA_0211	CYA_0211	305	Identified by match to protein family HMM PF00850
321327.CYA_0212	CYA_0212	239	Identified by match to protein family HMM PF00481
321327.CYA_0213	CYA_0213	578	ABC1 domain protein; Identified by match to protein family HMM PF03109
321327.CYA_0214	CYA_0214	103	annotation not available
321327.CYA_0215	cpcG1	241	Belongs to the phycobilisome linker protein family. 
321327.CYA_0216	cpcF	238	Phycocyanin alpha subunit phycocyanobilin lyase, CpcF subunit; Identified by match to protein family HMM PF02985; match to protein family HMM PF03130
321327.CYA_0217	cpcE-1	250	Phycocyanin alpha subunit phycocyanobilin lyase, CpcE subunit; Identified by match to protein family HMM PF02985; match to protein family HMM PF03130
321327.CYA_0218	cpcD	86	Phycobilisome 8.9 kDa linker polypeptide, phycocyanin-associated, rod; Identified by similarity to SP:P31966; match to protein family HMM PF01383
321327.CYA_0219	CYA_0219	30	Uncharacterized protein; Identified by Glimmer2; putative
321327.CYA_0220	cpcA-1	162	Phycocyanin, alpha subunit; Identified by similarity to SP:P07121; match to protein family HMM PF00502
321327.CYA_0221	cpcB-1	172	Phycocyanin, beta subunit; Identified by match to protein family HMM PF00502; match to protein family HMM TIGR01339
321327.CYA_0222	CYA_0222	71	Uncharacterized protein; Identified by Glimmer2; putative
321327.CYA_0223	trpA-1	271	The alpha subunit is responsible for the aldol cleavage of indoleglycerol phosphate to indole and glyceraldehyde 3-phosphate. 
321327.CYA_0224	CYA_0224	466	Hydrophobic amino acid uptake ABC transporter (HAAT) family, amino acid-binding protein; Identified by match to protein family HMM PF01094
321327.CYA_0225	CYA_0225	71	Uncharacterized protein; Identified by Glimmer2; putative
321327.CYA_0226	ISSoc7	401	ISSoc7, transposase; Identified by match to protein family HMM PF01385; match to protein family HMM PF07282; match to protein family HMM TIGR01766
321327.CYA_0227	CYA_0227	270	Uncharacterized protein; Identified by similarity to GB:CAC11720.1
321327.CYA_0228	CYA_0228	125	Polar amino acid uptake ABC transporter (PAAT) family, ATP-binding protein, truncation; Identified by similarity to SP:P48243; match to protein family HMM PF00005
321327.CYA_0229	CYA_0229	36	Uncharacterized protein; Identified by Glimmer2; putative
321327.CYA_0230	gvpG	81	Gas vesicle protein G; Identified by match to protein family HMM PF05120
321327.CYA_0231	CYA_0231	205	Uncharacterized protein; Identified by similarity to GB:BAC89072.1
321327.CYA_0232	CYA_0232	434	Belongs to the serpin family. 
321327.CYA_0233	CYA_0233	606	Fibronectin-binding protein; Identified by similarity to GB:AAL85276.1; match to protein family HMM PF05670; match to protein family HMM PF05833
321327.CYA_0234	CYA_0234	189	Identified by match to protein family HMM PF02643
321327.CYA_0235	CYA_0235	422	Oxidoreductase, short chain dehydrogenase/reductase family; Identified by match to protein family HMM PF00106
321327.CYA_0236	CYA_0236	262	annotation not available
321327.CYA_0237	thyX	285	Catalyzes the reductive methylation of 2'-deoxyuridine-5'- monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor, and NADPH and FADH(2) as the reductant
321327.CYA_0238	CYA_0238	294	Uncharacterized protein; Identified by similarity to GB:CAH39666.1
321327.CYA_0239	CYA_0239	486	Bacterial sugar transferase family protein; Identified by match to protein family HMM PF02397
321327.CYA_0240	purC	256	Belongs to the SAICAR synthetase family. 
321327.CYA_0241	CYA_0241	469	annotation not available
321327.CYA_0242	CYA_0242	276	Uncharacterized protein; Identified by similarity to GB:BAC08994.1
321327.CYA_0243	hemC	310	Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps. 
321327.CYA_0244	CYA_0244	153	Uncharacterized protein; Identified by similarity to PIR:AD2256
321327.CYA_0245	CYA_0245	481	Glycosyl transferase, group 2 family protein; Identified by match to protein family HMM PF00535
321327.CYA_0246	ilvC	330	Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol-acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3-dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3-hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate. 
