#string_protein_id	preferred_name	protein_size	annotation
1197719.A464_1098	yceB	194	annotation not available
1197719.A464_1099	grxB	215	annotation not available
1197719.A464_11	SBOV46981	234	annotation not available
1197719.A464_110	SBOV00651_1	314	annotation not available
1197719.A464_1100	mdtH	402	annotation not available
1197719.A464_1101	rimJ_1	194	annotation not available
1197719.A464_1102	yceH_1	215	Belongs to the UPF0502 family. 
1197719.A464_1103	mviM	307	annotation not available
1197719.A464_1104	mviN	524	Involved in peptidoglycan biosynthesis. Transports lipid- linked peptidoglycan precursors from the inner to the outer leaflet of the cytoplasmic membrane
1197719.A464_1105	flgN	130	annotation not available
1197719.A464_1106	flgM	97	annotation not available
1197719.A464_1107	flgA_2	219	Involved in the assembly process of the P-ring formation. It may associate with FlgF on the rod constituting a structure essential for the P-ring assembly or may act as a modulator protein for the P- ring assembly
1197719.A464_1108	flgB_2	138	Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body. 
1197719.A464_1109	flgC	134	Belongs to the flagella basal body rod proteins family. 
1197719.A464_111	ilvB_4	566	annotation not available
1197719.A464_1110	flgD	232	Required for flagellar hook formation. May act as a scaffolding protein
1197719.A464_1111	flgE	425	annotation not available
1197719.A464_1112	flgF	251	annotation not available
1197719.A464_1113	flgG	260	Belongs to the flagella basal body rod proteins family. 
1197719.A464_1114	flgH	235	Assembles around the rod to form the L-ring and probably protects the motor/basal body from shearing forces during rotation. 
1197719.A464_1115	flgI	365	Assembles around the rod to form the L-ring and probably protects the motor/basal body from shearing forces during rotation. 
1197719.A464_1116	flgJ_2	316	annotation not available
1197719.A464_1117	flgK_2	553	annotation not available
1197719.A464_1118	flgL_1	317	annotation not available
1197719.A464_1119	pbuE	400	annotation not available
1197719.A464_112	ilvH	163	annotation not available
1197719.A464_1120	dmlR_7	299	Belongs to the LysR transcriptional regulatory family. 
1197719.A464_1121	rne_4	1077	annotation not available
1197719.A464_1122	rluC	317	Responsible for synthesis of pseudouridine from uracil. 
1197719.A464_1123	A464_1123	194	annotation not available
1197719.A464_1124	A464_1124	173	annotation not available
1197719.A464_1125	rpmF	57	Belongs to the bacterial ribosomal protein bL32 family. 
1197719.A464_1126	plsX_2	349	Catalyzes the reversible formation of acyl-phosphate (acyl- PO(4)) from acyl-[acyl-carrier-protein] (acyl-ACP). This enzyme utilizes acyl-ACP as fatty acyl donor, but not acyl-CoA. 
1197719.A464_1127	fabH	317	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched-chain and/or straight-chain of fatty acids
1197719.A464_1128	fabD_2	309	annotation not available
1197719.A464_1129	fabG_3	244	Catalyzes the NADPH-dependent reduction of beta-ketoacyl-ACP substrates to beta-hydroxyacyl-ACP products, the first reductive step in the elongation cycle of fatty acid biosynthesis. 
1197719.A464_113	fruR	334	annotation not available
1197719.A464_1130	acpP	78	Carrier of the growing fatty acid chain in fatty acid biosynthesis
1197719.A464_1131	fabF	413	Belongs to the thiolase-like superfamily. Beta-ketoacyl-ACP synthases family
1197719.A464_1132	pabC_2	269	annotation not available
1197719.A464_1133	yceG_2	340	annotation not available
1197719.A464_1134	tmk	213	Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis
1197719.A464_1135	holB	334	annotation not available
1197719.A464_1136	ycfH_2	241	annotation not available
1197719.A464_1137	ptsG_2	477	annotation not available
1197719.A464_1138	fhuE	726	annotation not available
1197719.A464_1139	SBOV11261	117	annotation not available
1197719.A464_114	mraZ	152	Negatively regulates its own expression and that of the subsequent genes in the proximal part of the division and cell wall (dcw) gene cluster. Acts by binding directly to DNA. May also regulate the expression of genes outside the dcw cluster
1197719.A464_1140	A464_1140	124	annotation not available
1197719.A464_1141	lpoB_1	213	annotation not available
1197719.A464_1142	thiK	222	annotation not available
1197719.A464_1143	A464_1143	57	annotation not available
1197719.A464_1144	nagZ_2	341	annotation not available
1197719.A464_1145	ycfP	180	Belongs to the UPF0227 family
1197719.A464_1146	ndh_2	443	annotation not available
1197719.A464_1147	A464_1147	179	annotation not available
1197719.A464_1148	A464_1148	211	annotation not available
1197719.A464_1149	A464_1149	85	annotation not available
1197719.A464_115	yabC	313	Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA
1197719.A464_1150	tnpA_7	152	annotation not available
1197719.A464_1151	ycfS	321	annotation not available
1197719.A464_1152	mfd_2	1148	annotation not available
1197719.A464_1153	A464_1153	52	annotation not available
1197719.A464_1154	A464_1154	39	annotation not available
1197719.A464_1155	lolC_3	399	annotation not available
1197719.A464_1156	lolD_1	233	Part of the ABC transporter complex LolCDE involved in the translocation of lipoproteins, in an ATP-dependent manner. 
1197719.A464_1157	lolE	393	annotation not available
1197719.A464_1158	nagK_1	303	annotation not available
1197719.A464_1159	cobB	273	Belongs to the sirtuin family. Class III subfamily. 
1197719.A464_116	ftsL	80	Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic
1197719.A464_1160	potD_3	348	annotation not available
1197719.A464_1161	A464_1161	259	annotation not available
1197719.A464_1162	potB_2	275	annotation not available
1197719.A464_1163	potA_1	378	Part of the ABC transporter complex PotABCD involved in spermidine/putrescine import. Responsible for energy coupling to the transport system
1197719.A464_1164	pepT_2	408	Cleaves the N-terminal amino acid of tripeptides. 
1197719.A464_1165	A464_1165	373	annotation not available
1197719.A464_1166	phoQ_1	487	annotation not available
1197719.A464_1167	phoP	224	annotation not available
1197719.A464_1168	purB_3	456	annotation not available
1197719.A464_1169	hflD	213	annotation not available
1197719.A464_117	ftsI	588	Catalyzes cross-linking of the peptidoglycan cell wall at the division septum
1197719.A464_1170	mnmA_3	368	annotation not available
1197719.A464_1171	nudJ	153	Belongs to the Nudix hydrolase family. 
1197719.A464_1172	SBOV12231	230	Belongs to the pseudouridine synthase RsuA family. 
1197719.A464_1173	icdA_1	416	annotation not available
1197719.A464_1174	A464_1174	58	annotation not available
1197719.A464_1175	A464_1175	543	annotation not available
1197719.A464_1176	A464_1176	58	annotation not available
1197719.A464_1177	sboJ_3	813	annotation not available
1197719.A464_1178	A464_1178	37	annotation not available
1197719.A464_1179	A464_1179	145	annotation not available
1197719.A464_118	murE	471	Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan. 
1197719.A464_1180	A464_1180	116	annotation not available
1197719.A464_1181	cdtB_1	272	annotation not available
1197719.A464_1182	A464_1182	1130	annotation not available
1197719.A464_1183	pic_1	1384	annotation not available
1197719.A464_1184	msgA	79	annotation not available
1197719.A464_1185	A464_1185	173	annotation not available
1197719.A464_1186	slrP_2	915	annotation not available
1197719.A464_1187	A464_1187	88	annotation not available
1197719.A464_1188	pagC	185	annotation not available
1197719.A464_1189	A464_1189	37	annotation not available
1197719.A464_119	A464_119	452	annotation not available
1197719.A464_1190	A464_1190	114	annotation not available
1197719.A464_1191	A464_1191	46	annotation not available
1197719.A464_1192	A464_1192	41	annotation not available
1197719.A464_1193	A464_1193	156	annotation not available
1197719.A464_1194	yodB	176	annotation not available
1197719.A464_1195	A464_1195	37	annotation not available
1197719.A464_1196	A464_1196	104	annotation not available
1197719.A464_1197	appA	528	annotation not available
1197719.A464_1198	oxd6B	324	annotation not available
1197719.A464_1199	nikC	270	annotation not available
1197719.A464_12	yaaI	134	Belongs to the UPF0412 family
1197719.A464_120	mraY	360	annotation not available
1197719.A464_1200	gsiA_1	265	annotation not available
1197719.A464_1201	metN_1	200	annotation not available
1197719.A464_1202	ynaI_3	377	annotation not available
1197719.A464_1203	Ferredoxin	108	annotation not available
1197719.A464_1204	zinT	216	annotation not available
1197719.A464_1205	aadA	262	annotation not available
1197719.A464_1206	A464_1206	197	annotation not available
1197719.A464_1207	ycgE_2	282	annotation not available
1197719.A464_1208	ariR	82	annotation not available
1197719.A464_1209	aroQ	181	Catalyzes the Claisen rearrangement of chorismate to prephenate
1197719.A464_121	murD	438	Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA). 
1197719.A464_1210	hisJ_2	253	annotation not available
1197719.A464_1211	leuE	212	annotation not available
1197719.A464_1212	yeaR_2	120	annotation not available
1197719.A464_1213	A464_1213	50	annotation not available
1197719.A464_1214	yoaG	60	annotation not available
1197719.A464_1215	A464_1215	215	annotation not available
1197719.A464_1216	A464_1216	82	annotation not available
1197719.A464_1217	A464_1217	83	annotation not available
1197719.A464_1218	A464_1218	108	annotation not available
1197719.A464_1219	A464_1219	115	annotation not available
1197719.A464_122	ftsW_2	414	annotation not available
1197719.A464_1220	yeaN_2	394	annotation not available
1197719.A464_1221	A464_1221	257	annotation not available
1197719.A464_1222	yeaL	148	annotation not available
1197719.A464_1223	A464_1223	50	annotation not available
1197719.A464_1224	A464_1224	175	annotation not available
1197719.A464_1225	A464_1225	496	annotation not available
1197719.A464_1226	A464_1226	67	annotation not available
1197719.A464_1227	SBOV12751_1	427	Belongs to the UPF0229 family. 
1197719.A464_1228	A464_1228	644	annotation not available
1197719.A464_1229	SBOV12781	267	annotation not available
1197719.A464_123	murG	355	Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II)
1197719.A464_1230	chuR_2	398	annotation not available
1197719.A464_1231	ytbE	284	annotation not available
1197719.A464_1232	yeaD	294	Belongs to the glucose-6-phosphate 1-epimerase family. 
1197719.A464_1233	gapA_3	331	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family
1197719.A464_1234	yeaA	145	Belongs to the MsrB Met sulfoxide reductase family. 
1197719.A464_1235	A464_1235	93	annotation not available
1197719.A464_1236	A464_1236	46	annotation not available
1197719.A464_1237	A464_1237	38	annotation not available
1197719.A464_1238	A464_1238	39	annotation not available
1197719.A464_1239	tdh_2	358	annotation not available
1197719.A464_124	murC_2	491	annotation not available
1197719.A464_1240	ydjE_2	459	annotation not available
1197719.A464_1241	gutB_4	347	annotation not available
1197719.A464_1242	gatY_3	278	annotation not available
1197719.A464_1243	ydjH_2	315	annotation not available
1197719.A464_1244	iolS_2	327	annotation not available
1197719.A464_1245	A464_1245	39	annotation not available
1197719.A464_1246	glcR_3	240	annotation not available
1197719.A464_1247	ydjE_1	452	annotation not available
1197719.A464_1248	pncA	218	annotation not available
1197719.A464_1249	ansA_2	338	annotation not available
1197719.A464_125	ddlB	306	Cell wall formation
1197719.A464_1250	sppA_2	618	annotation not available
1197719.A464_1251	ydjA	183	annotation not available
1197719.A464_1252	selD	347	Synthesizes selenophosphate from selenide and ATP. 
1197719.A464_1253	topB	642	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA- (5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in t [...] 
1197719.A464_1254	gdhA_5	447	Belongs to the Glu/Leu/Phe/Val dehydrogenases family. 
1197719.A464_1255	STY1814	91	annotation not available
1197719.A464_1256	nudG	138	annotation not available
1197719.A464_1257	xthA_1	268	annotation not available
1197719.A464_1258	astC_2	408	annotation not available
1197719.A464_1259	astA	344	annotation not available
1197719.A464_126	ftsQ	276	Essential cell division protein. May link together the upstream cell division proteins, which are predominantly cytoplasmic, with the downstream cell division proteins, which are predominantly periplasmic. May control correct divisome assembly
1197719.A464_1260	astD_3	492	annotation not available
1197719.A464_1261	astB_1	447	annotation not available
1197719.A464_1262	astE	322	annotation not available
1197719.A464_1263	spy	161	Periplasmic protein; Related to spheroblast formation
1197719.A464_1264	cho	328	annotation not available
1197719.A464_1265	nadE	299	Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses ammonia as a nitrogen source
1197719.A464_1266	osmE	113	annotation not available
1197719.A464_1267	chbB	106	annotation not available
1197719.A464_1268	celB_1	452	annotation not available
1197719.A464_1269	celC	115	annotation not available
1197719.A464_127	ftsA_1	420	annotation not available
1197719.A464_1270	chbR	280	annotation not available
1197719.A464_1271	celF_2	451	annotation not available
1197719.A464_1272	chbG	252	Involved in the degradation of chitin. ChbG is essential for growth on the acetylated chitooligosaccharides chitobiose and chitotriose but is dispensable for growth on cellobiose and chitosan dimer, the deacetylated form of chitobiose. Deacetylation of chitobiose-6-P and chitotriose-6-P is necessary for both the activation of the chb promoter by the regulatory protein ChbR and the hydrolysis of phosphorylated beta-glucosides by the phospho-beta-glucosidase ChbF. Catalyzes the removal of only one acetyl group from chitobiose-6-P to yield monoacetylchitobiose-6-P, the inducer of ChbR and [...] 
1197719.A464_1273	katE_2	693	annotation not available
1197719.A464_1274	cedA	80	Activates the cell division inhibited by chromosomal DNA over-replication
1197719.A464_1275	tcyP	463	Belongs to the dicarboxylate/amino acid:cation symporter (DAACS) (TC 2.A.23) family
1197719.A464_1276	ydjM	199	annotation not available
1197719.A464_1277	yniC	222	annotation not available
1197719.A464_1278	SBOV13191	178	annotation not available
1197719.A464_1279	A464_1279	286	Belongs to the fructosamine kinase family. 
1197719.A464_128	ftsZ	383	Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity. 
1197719.A464_1280	SBOV13211	96	annotation not available
1197719.A464_1281	pfkB	309	Belongs to the carbohydrate kinase PfkB family. 
1197719.A464_1282	A464_1282	252	annotation not available
1197719.A464_1283	A464_1283	319	annotation not available
1197719.A464_1284	nucA	284	annotation not available
1197719.A464_1285	thrS_1	642	annotation not available
1197719.A464_1286	infC	113	IF-3 binds to the 30S ribosomal subunit and shifts the equilibrum between 70S ribosomes and their 50S and 30S subunits in favor of the free subunits, thus enhancing the availability of 30S subunits on which protein synthesis initiation begins. 
1197719.A464_1287	rpmI	65	Belongs to the bacterial ribosomal protein bL35 family. 
1197719.A464_1288	rplT	118	Binds directly to 23S ribosomal RNA and is necessary for the in vitro assembly process of the 50S ribosomal subunit. It is not involved in the protein synthesizing functions of that subunit. 
1197719.A464_1289	pheS_2	327	annotation not available
1197719.A464_129	lpxC	305	Catalyzes the hydrolysis of UDP-3-O-myristoyl-N- acetylglucosamine to form UDP-3-O-myristoylglucosamine and acetate, the committed step in lipid A biosynthesis
1197719.A464_1290	pheT_2	795	annotation not available
1197719.A464_1291	himA	99	This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control. 
1197719.A464_1292	A464_1292	69	annotation not available
1197719.A464_1293	A464_1293	376	annotation not available
1197719.A464_1294	A464_1294	395	annotation not available
1197719.A464_1295	A464_1295	170	annotation not available
1197719.A464_1296	A464_1296	118	annotation not available
1197719.A464_1297	A464_1297	52	annotation not available
1197719.A464_1298	A464_1298	986	annotation not available
1197719.A464_1299	A464_1299	162	annotation not available
1197719.A464_13	A464_13	42	annotation not available
1197719.A464_130	secM	168	Regulates secA expression by translational coupling of the secM secA operon. Translational pausing at a specific Pro residue 5 residues before the end of the protein may allow disruption of a mRNA repressor helix that normally suppresses secA translation initiation. 
1197719.A464_1300	A464_1300	396	annotation not available
1197719.A464_1301	AGR58487.1	177	annotation not available
1197719.A464_1302	AGR58488.1	195	annotation not available
1197719.A464_1303	A464_1303	676	annotation not available
1197719.A464_1304	A464_1304	175	annotation not available
1197719.A464_1305	A464_1305	298	annotation not available
1197719.A464_1306	A464_1306	122	annotation not available
1197719.A464_1307	A464_1307	196	annotation not available
1197719.A464_1308	A464_1308	211	annotation not available
1197719.A464_1309	A464_1309	158	annotation not available
1197719.A464_131	secA_4	901	Part of the Sec protein translocase complex. Interacts with the SecYEG preprotein conducting channel. Has a central role in coupling the hydrolysis of ATP to the transfer of proteins into and across the cell membrane, serving both as a receptor for the preprotein-SecB complex and as an ATP-driven molecular motor driving the stepwise translocation of polypeptide chains across the membrane. 
1197719.A464_1310	AGR58496.1	163	annotation not available
1197719.A464_1311	Lysozyme	150	annotation not available
1197719.A464_1312	AGR58498.1	112	annotation not available
1197719.A464_1313	AGR58499.1	66	annotation not available
1197719.A464_1314	A464_1314	73	annotation not available
1197719.A464_1315	A464_1315	67	annotation not available
1197719.A464_1316	A464_1316	113	annotation not available
1197719.A464_1317	A464_1317	55	annotation not available
1197719.A464_1318	A464_1318	117	annotation not available
1197719.A464_1319	A464_1319	102	annotation not available
1197719.A464_132	mutT_1	131	Belongs to the Nudix hydrolase family. 
1197719.A464_1320	A464_1320	97	annotation not available
1197719.A464_1321	A464_1321	42	annotation not available
1197719.A464_1322	A464_1322	46	annotation not available
1197719.A464_1323	A464_1323	40	annotation not available
1197719.A464_1324	A464_1324	88	annotation not available
1197719.A464_1325	A464_1325	217	annotation not available
1197719.A464_1326	A464_1326	90	annotation not available
1197719.A464_1327	A464_1327	75	annotation not available
1197719.A464_1328	A464_1328	106	annotation not available
1197719.A464_1329	A464_1329	38	annotation not available
1197719.A464_133	yhdN	309	annotation not available
1197719.A464_1330	A464_1330	60	annotation not available
1197719.A464_1331	A464_1331	189	annotation not available
1197719.A464_1332	A464_1332	83	annotation not available
1197719.A464_1333	A464_1333	64	annotation not available
1197719.A464_1334	A464_1334	64	annotation not available
1197719.A464_1335	A464_1335	93	annotation not available
1197719.A464_1336	A464_1336	39	annotation not available
1197719.A464_1337	A464_1337	60	annotation not available
1197719.A464_1338	A464_1338	443	annotation not available
1197719.A464_1339	A464_1339	195	annotation not available
1197719.A464_134	dmlR_9	307	Belongs to the LysR transcriptional regulatory family. 
1197719.A464_1340	A464_1340	177	annotation not available
1197719.A464_1341	A464_1341	629	annotation not available
1197719.A464_1342	A464_1342	136	annotation not available
1197719.A464_1343	A464_1343	95	annotation not available
1197719.A464_1344	A464_1344	75	annotation not available
1197719.A464_1345	A464_1345	55	annotation not available
1197719.A464_1346	A464_1346	53	annotation not available
1197719.A464_1347	A464_1347	55	annotation not available
1197719.A464_1348	A464_1348	37	annotation not available
1197719.A464_1349	A464_1349	61	annotation not available
1197719.A464_135	yacG	63	Inhibits all the catalytic activities of DNA gyrase by preventing its interaction with DNA. Acts by binding directly to the C- terminal domain of GyrB, which probably disrupts DNA binding by the gyrase
1197719.A464_1350	A464_1350	94	annotation not available
1197719.A464_1351	A464_1351	80	annotation not available
1197719.A464_1352	A464_1352	206	annotation not available
1197719.A464_1353	A464_1353	163	annotation not available
1197719.A464_1354	A464_1354	147	annotation not available
1197719.A464_1355	A464_1355	112	annotation not available
1197719.A464_1356	A464_1356	66	annotation not available
1197719.A464_1357	A464_1357	164	annotation not available
1197719.A464_1358	A464_1358	276	annotation not available
1197719.A464_1359	A464_1359	361	annotation not available
1197719.A464_136	SBOV00931	247	Cell division factor that enhances FtsZ-ring assembly. Directly interacts with FtsZ and promotes bundling of FtsZ protofilaments, with a reduction in FtsZ GTPase activity. 
1197719.A464_1360	A464_1360	278	annotation not available
1197719.A464_1361	A464_1361	577	annotation not available
1197719.A464_1362	A464_1362	349	annotation not available
1197719.A464_1363	A464_1363	571	annotation not available
1197719.A464_1364	A464_1364	38	annotation not available
1197719.A464_1365	A464_1365	115	annotation not available
1197719.A464_1366	A464_1366	91	annotation not available
1197719.A464_1367	A464_1367	143	annotation not available
1197719.A464_1368	A464_1368	763	annotation not available
1197719.A464_1369	A464_1369	130	annotation not available
1197719.A464_137	A464_137	206	annotation not available
1197719.A464_1370	A464_1370	77	annotation not available
1197719.A464_1371	A464_1371	178	annotation not available
1197719.A464_1372	A464_1372	101	annotation not available
1197719.A464_1373	A464_1373	329	annotation not available
1197719.A464_1374	A464_1374	79	annotation not available
1197719.A464_1375	A464_1375	177	annotation not available
1197719.A464_1376	A464_1376	60	annotation not available
1197719.A464_1377	A464_1377	146	annotation not available
1197719.A464_1378	A464_1378	63	annotation not available
1197719.A464_1379	A464_1379	67	annotation not available
1197719.A464_138	guaC	347	Catalyzes the irreversible NADPH-dependent deamination of GMP to IMP. It functions in the conversion of nucleobase, nucleoside and nucleotide derivatives of G to A nucleotides, and in maintaining the intracellular balance of A and G nucleotides. Rule:MF_00596, ECO:0000256|RuleBase:RU003929,
1197719.A464_1380	A464_1380	80	annotation not available
1197719.A464_1381	A464_1381	128	annotation not available
1197719.A464_1382	A464_1382	92	annotation not available
1197719.A464_1383	Integrase	324	annotation not available
1197719.A464_1384	A464_1384	131	annotation not available
1197719.A464_1385	btuC_1	326	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily
1197719.A464_1386	btuE	183	annotation not available
1197719.A464_1387	btuD	249	Part of the ABC transporter complex BtuCDF involved in vitamin B12 import. Responsible for energy coupling to the transport system
1197719.A464_1388	nlpC	154	annotation not available
1197719.A464_1389	cdgR	237	annotation not available
1197719.A464_139	hofC_1	400	annotation not available
1197719.A464_1390	A464_1390	480	annotation not available
1197719.A464_1391	SBOV13421	45	annotation not available
1197719.A464_1392	aroH_1	348	annotation not available
1197719.A464_1393	ydiA_2	277	Bifunctional serine/threonine kinase and phosphorylase involved in the regulation of the phosphoenolpyruvate synthase (PEPS) by catalyzing its phosphorylation/dephosphorylation. 
1197719.A464_1394	A464_1394	37	annotation not available
